listing_link,searched_location,title_bed_bats_review,price_per_night,review_count,review_count_link,host_link,host_response_rate,listing_description,cleanliness_ratings,accuracy_ratings,check-in_ratings,communication_ratings,location_ratings,value_ratings,google_map_location_link,facilities,base_urls
https://www.airbnb.com/rooms/750031948780477980?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3opspuT6rZXhKri&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,Sylhet,Bungalow in Sylhet · 3 bedrooms · 4 beds · 3 baths,,,,https://www.airbnb.com/users/show/477090934,,The whole group will enjoy easy access to everything from this centrally located place.,,,,,,,"https://maps.google.com/maps?ll=24.88605,91.83167&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['TV', 'Air conditioning', 'Exterior security cameras on property', 'First aid kit', 'Wifi', 'Kitchen', 'Free parking on premises', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/750031948780477980
https://www.airbnb.com/rooms/1057176385305757423?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1812445301&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3J65a8BU78hmtA6&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,Sylhet,Bed and breakfast in Sylhet · 5 bedrooms · 7 beds · 4 baths,,,,https://www.airbnb.com/users/show/553300123,Response rate: 38%,,,,,,,,"https://maps.google.com/maps?ll=24.9073,91.8725&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Washer', 'Hangers', 'Bed linens', 'Room-darkening shades', 'Iron', 'Clothing storage', 'Air conditioning', 'Lock on bedroom door', 'Exterior security cameras on property', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Outdoor dining area', 'BBQ grill', 'Free parking on premises', 'Self check-in', 'Lockbox', 'Unavailable: TV\nTV', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']",https://www.airbnb.com/rooms/1057176385305757423
https://www.airbnb.com/rooms/617267969546375129?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1391188670&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3dGLbSMCkd2qC_d&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,Sylhet,Farm stay in Sylhet District · 1 bedroom · 5 beds · 1.5 baths,,,,https://www.airbnb.com/users/show/442608285,Response rate: 100%,Get away from it all with this nature retreat,,,,,,,"https://maps.google.com/maps?ll=24.96679,91.8912&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Outdoor shower', 'Washer', 'Iron', 'Air conditioning', 'Lock on bedroom door', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Dedicated workspace', 'Outdoor dining area', 'BBQ grill', 'Free parking on premises', 'Pool', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/617267969546375129
https://www.airbnb.com/rooms/617308195562872775?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P35KNGaBhsY0Y3NM&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,Sylhet,Farm stay in Sylhet District · 1 bedroom · 2 beds · 1 private bath,,,,https://www.airbnb.com/users/show/442608285,Response rate: 100%,Get away from it all with nature,,,,,,,"https://maps.google.com/maps?ll=24.96822,91.89134&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Cleaning products', 'Shampoo', 'Body soap', 'Outdoor shower', 'Hot water', 'Washer', 'Essentials', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Mosquito net', 'Sound system', 'Books and reading material', 'Children’s books and toys', 'Board games', 'Air conditioning', 'Ceiling fan', 'Portable fans', 'Heating', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Dishes and silverware', 'Hot water kettle', 'Barbecue utensils', 'Dining table', 'Coffee', 'Waterfront', 'Lake access', 'Private entrance', 'Resort access', 'Patio or balcony', 'Private backyard – Fully fenced', 'Outdoor furniture', 'Hammock', 'Outdoor dining area', 'BBQ grill', 'Kayak', 'Boat slip', 'Free parking on premises', 'Shared pool', 'Paid parking off premises', 'Luggage dropoff allowed', 'Breakfast', 'Long term stays allowed', 'Unavailable: Kitchen\nKitchen', 'Unavailable: TV\nTV', 'Unavailable: Dryer\nDryer', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']",https://www.airbnb.com/rooms/617308195562872775
https://www.airbnb.com/rooms/920925659753348699?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3eLFbihHO5OtahY&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,Sylhet,Hotel in Sylhet · 20 bedrooms · 40 beds · 20 baths,,,,https://www.airbnb.com/users/show/521763766,Response rate: 17%,You’ll love all the attention to detail in this stylish place. good room service also good food service,,,,,,,"https://maps.google.com/maps?ll=24.9077,91.8682&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['TV', 'Air conditioning', 'Exterior security cameras on property', 'Wifi', 'Free parking on premises', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/920925659753348699
https://www.airbnb.com/rooms/955361911565385939?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1717051439&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718486065_P3WymP58v0X6gB_L&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,Sylhet,Bed and breakfast in Sylhet · 1 bedroom · 1 bed · 1 bath,,,,https://www.airbnb.com/users/show/212100961,,This stylish place is close to shopping centres and shah jalal mazar,,,,,,,"https://maps.google.com/maps?ll=24.89549,91.88034&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Dove shampoo', 'Lux body soap', 'Hot water', 'Essentials', 'Hangers', 'Extra pillows and blankets', 'Iron', 'Clothing storage: closet and dresser', 'TV', 'Air conditioning', 'Ceiling fan', 'Portable heater', 'Lock on bedroom door', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Mini fridge', 'Hot water kettle', 'Free parking on premises', 'Luggage dropoff allowed', 'Breakfast', 'Long term stays allowed', 'Cleaning available during stay', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']",https://www.airbnb.com/rooms/955361911565385939
https://www.airbnb.com/rooms/1034221109598259571?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3ADQfRJSm5NDn4k&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,Sylhet,Rental unit in Sylhet · 3 bedrooms · 3 beds · 2 baths,,,,https://www.airbnb.com/users/show/254317745,Responds within a few days or more,"Your family will be close to everything when you stay at this centrally-located place.
With a free and highly secure parking space, the building has 24 hour security service, with 2 lifts.",,,,,,,"https://maps.google.com/maps?ll=24.895993,91.866205&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Hot water', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Mosquito net', 'Clothing storage: closet', 'TV', 'Air conditioning', 'Ceiling fan', 'Exterior security cameras on property', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Dishes and silverware', 'Gas stove', 'Free parking on premises', 'Free street parking', 'Elevator', 'Unavailable: Wifi\nWifi', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']",https://www.airbnb.com/rooms/1034221109598259571
https://www.airbnb.com/rooms/45629729?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3PuQ4uxK7of4nXv&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,Sylhet,Rental unit in Sylhet · 3 bedrooms · 3 beds · 3 baths,,,,https://www.airbnb.com/users/show/365405777,,,,,,,,,"https://maps.google.com/maps?ll=24.8894,91.8911&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Shampoo', 'Essentials', 'Hangers', 'Iron', 'TV', 'Air conditioning', 'Heating', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Private entrance', 'Free parking on premises', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/45629729
https://www.airbnb.com/rooms/31505305?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1473453129&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3Pev5NUGbX9PicM&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,Sylhet,Rental unit in Sylhet · 1 bedroom · 1 bed · 1 private bath,,,,https://www.airbnb.com/users/show/186593948,Response rate: 50%,,,,,,,,"https://maps.google.com/maps?ll=24.89183,91.89159&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['City skyline view', 'Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Sunsilk conditioner', 'Lux body soap', 'Hot water', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Clothing storage: closet', '45 inch HDTV with Netflix', 'Sound system with aux', 'Books and reading material', 'Children’s books and toys', 'Children’s dinnerware', 'Window guards', 'Babysitter recommendations', 'Window AC unit', 'Ceiling fan', 'Heating', 'Lock on bedroom door', 'Exterior security cameras on property', 'First aid kit', 'Wifi – 16 Mbps', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Hot water kettle', 'Toaster', 'Blender', 'Rice maker', 'Trash compactor', 'Dining table', 'Coffee', 'Bread maker', 'Patio or balcony', 'Backyard', 'Free parking on premises', 'Free street parking', 'Elevator', 'Luggage dropoff allowed', 'Breakfast', 'Long term stays allowed', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']",https://www.airbnb.com/rooms/31505305
https://www.airbnb.com/rooms/42892269?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=985705249&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3sh9QNxgNM_Pa9L&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,Sylhet,Rental unit in Sylhet · 1 bedroom · 1 bed · 1 shared bath,,,,https://www.airbnb.com/users/show/193390608,Responds within a few days or more,,,,,,,,"https://maps.google.com/maps?ll=24.89405,91.89095&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Bathtub', 'Cleaning products', 'Shampoo', 'No Brand conditioner', 'No Brand body soap', 'Hot water', 'Essentials', 'Hangers', 'TV', 'Lock on bedroom door', 'Exterior security cameras on property', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Cooking basics', 'Free parking on premises', 'Private living room', 'Smoking allowed', 'Self check-in', 'Building staff', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']",https://www.airbnb.com/rooms/42892269
https://www.airbnb.com/rooms/916240496764016514?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718486067_P3fIpdlWHsxksco0&previous_page_section_name=1000&federated_search_id=96cbb945-0822-4fe5-88b7-a9f4fa6cbe96,Sylhet,Rental unit in Sylhet · 2 bedrooms · 2 beds · 2 baths,,,,https://www.airbnb.com/users/show/514057307,Response rate: 100%,Keep it simple at this peaceful and centrally-located place.,,,,,,,"https://maps.google.com/maps?ll=24.893609,91.88113&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['TV', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Wifi\nWifi', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/916240496764016514
https://www.airbnb.com/rooms/35634207?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486067_P3urOTfNtD2H3Pd-&previous_page_section_name=1000&federated_search_id=96cbb945-0822-4fe5-88b7-a9f4fa6cbe96,Sylhet,Hotel in Sylhet · 2 bedrooms · 2 beds,,1 review,https://www.airbnb.com/rooms/35634207/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486067_P3urOTfNtD2H3Pd-&previous_page_section_name=1000&federated_search_id=96cbb945-0822-4fe5-88b7-a9f4fa6cbe96,,,,,,,,,,"https://maps.google.com/maps?ll=24.89474,91.8659&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Washer', 'Dryer', 'Essentials', 'Hangers', 'TV', 'Air conditioning', 'Heating', 'Wifi', 'Free parking on premises', 'Pool', 'Elevator', 'Gym', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/35634207
https://www.airbnb.com/rooms/897415487590269926?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1659530603&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486067_P3GYXsX_FiGLx5mn&previous_page_section_name=1000&federated_search_id=96cbb945-0822-4fe5-88b7-a9f4fa6cbe96,Sylhet,Home in Sylhet · 2 bedrooms · 2 beds · 2 baths,,,,https://www.airbnb.com/users/show/300782071,,"It's a 1956 Assam type duplex family home located at the heart of Sylhet City. Though there is hustle bustle around the area once you are inside the property you will be cut out from the noise and step into a peaceful environment. We are located 2 kms (10 mins) from Sylhet Railway Station, 4 kms (20 mins) from Bus Station, 9 kms (25 mins) from Sylhet International Airport. Along with that, grocery markets, shopping centres, most well known restaurants and eateries of the city are all close by.",,,,,,,"https://maps.google.com/maps?ll=24.89367,91.86835&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Hot water', 'Iron', 'Mosquito net', 'TV', 'Ceiling fan', 'Lock on bedroom door', 'Wifi', 'Kitchen', 'Paid parking on premises', 'Pets allowed', 'Smoking allowed', 'Self check-in', 'Lockbox', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']",https://www.airbnb.com/rooms/897415487590269926
https://www.airbnb.com/rooms/48979769?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-23&source_impression_id=p3_1718486067_P3KYKLCVz_mAKnPN&previous_page_section_name=1000&federated_search_id=96cbb945-0822-4fe5-88b7-a9f4fa6cbe96,Sylhet,Rental unit in Sylhet · 3 bedrooms · 3 beds · 3 baths,,,,https://www.airbnb.com/users/show/394977317,,,,,,,,,"https://maps.google.com/maps?ll=24.88917,91.84771&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['City skyline view', 'Hot water', 'Essentials', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Kitchen', 'Cooking basics', 'Private entrance', 'Patio or balcony', 'Free parking on premises', 'Elevator', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Heating\nHeating']",https://www.airbnb.com/rooms/48979769
https://www.airbnb.com/rooms/1062769184941397942?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486067_P3_PZRKlZmv6Zo7Q&previous_page_section_name=1000&federated_search_id=96cbb945-0822-4fe5-88b7-a9f4fa6cbe96,Sylhet,Rental unit in Sylhet District · 3 bedrooms · 4 beds · 3 baths,,,,https://www.airbnb.com/users/show/419200262,Response rate: 100%,Relax with the whole family at this peaceful place to stay.,,,,,,,"https://maps.google.com/maps?ll=24.9024,91.91526&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Air conditioning', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Free parking on premises', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: TV\nTV', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/1062769184941397942
https://www.airbnb.com/rooms/617292990803230197?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486067_P3L7t58MMvLJ3fps&previous_page_section_name=1000&federated_search_id=96cbb945-0822-4fe5-88b7-a9f4fa6cbe96,Sylhet,Farm stay in Sylhet District · 1 bedroom · 1 bed · 1 private bath,,1 review,https://www.airbnb.com/rooms/617292990803230197/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486067_P3L7t58MMvLJ3fps&previous_page_section_name=1000&federated_search_id=96cbb945-0822-4fe5-88b7-a9f4fa6cbe96,https://www.airbnb.com/users/show/442608285,Response rate: 100%,Get away from it all with nature,,,,,,,"https://maps.google.com/maps?ll=24.96597,91.89244&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Cleaning products', 'Shampoo', 'Body soap', 'Outdoor shower', 'Hot water', 'Washer', 'Essentials', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Mosquito net', 'Sound system', 'Books and reading material', 'Children’s books and toys', 'Board games', 'Air conditioning', 'Ceiling fan', 'Portable fans', 'Heating', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dishes and silverware', 'Hot water kettle', 'Barbecue utensils', 'Dining table', 'Coffee', 'Waterfront', 'Lake access', 'Private entrance', 'Resort access', 'Patio or balcony', 'Backyard', 'Outdoor furniture', 'Hammock', 'Outdoor dining area', 'BBQ grill', 'Kayak', 'Boat slip', 'Free parking on premises', 'Pool', 'Paid parking off premises', 'Luggage dropoff allowed', 'Breakfast', 'Long term stays allowed', 'Unavailable: Kitchen\nKitchen', 'Unavailable: TV\nTV', 'Unavailable: Dryer\nDryer', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']",https://www.airbnb.com/rooms/617292990803230197
https://www.airbnb.com/rooms/41299272?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=943610035&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486067_P3fnjsNEtZbMcN2B&previous_page_section_name=1000&federated_search_id=96cbb945-0822-4fe5-88b7-a9f4fa6cbe96,Sylhet,Rental unit in Sylhet · 1 bedroom · 1 bed · 1 private bath,,,,https://www.airbnb.com/users/show/324447640,,,,,,,,,"https://maps.google.com/maps?ll=24.90616,91.89448&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Shampoo', 'Essentials', 'Iron', 'Lock on bedroom door', 'Smoke alarm', 'Wifi', 'Kitchen', 'Private entrance', 'Free parking on premises', 'Private living room', 'Unavailable: TV\nTV', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/41299272
https://www.airbnb.com/rooms/916240487759335794?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718486067_P3tJLE1OypG0GqDj&previous_page_section_name=1000&federated_search_id=96cbb945-0822-4fe5-88b7-a9f4fa6cbe96,Sylhet,Rental unit in Sylhet · 4 bedrooms · 4 beds · 3 baths,,,,https://www.airbnb.com/users/show/514057307,Response rate: 100%,Keep it simple at this peaceful and centrally-located place.,,,,,,,"https://maps.google.com/maps?ll=24.89004,91.889273&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Air conditioning', 'Kitchen', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/916240487759335794
https://www.airbnb.com/rooms/23330207?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718486067_P3xd0BTUFpJmRbom&previous_page_section_name=1000&federated_search_id=96cbb945-0822-4fe5-88b7-a9f4fa6cbe96,Sylhet,Boutique hotel in Sylhet · ★4.33 · 1 bedroom · 1 bed · 1 private bath,,9 reviews,https://www.airbnb.com/rooms/23330207/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718486067_P3xd0BTUFpJmRbom&previous_page_section_name=1000&federated_search_id=96cbb945-0822-4fe5-88b7-a9f4fa6cbe96,https://www.airbnb.com/users/show/173761613,,,4.2,4.2,4.6,4.3,4.7,4.2,"https://maps.google.com/maps?ll=24.90264,91.86946&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Hair dryer', 'Shampoo', 'Essentials', 'Hangers', 'Iron', 'TV', 'Air conditioning', 'Heating', 'Wifi', 'Refrigerator', 'Coffee maker', 'Free parking on premises', 'Elevator', 'Gym', 'Breakfast', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/23330207
https://www.airbnb.com/rooms/966305711976132304?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-19&check_out=2024-06-24&source_impression_id=p3_1718486067_P3uzNFssfIlmcQhg&previous_page_section_name=1000&federated_search_id=96cbb945-0822-4fe5-88b7-a9f4fa6cbe96,Sylhet,Serviced apartment in Sylhet · 3 bedrooms · 3 beds · 2 shared baths,,,,https://www.airbnb.com/users/show/346937738,,,,,,,,,"https://maps.google.com/maps?ll=24.8948,91.869&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['City skyline view', 'Cleaning products', 'DOVE body soap', 'Essentials', 'Hangers', 'Extra pillows and blankets', 'Drying rack for clothing', 'Safe', 'Mosquito net', 'Clothing storage: wardrobe', 'TV', 'Books and reading material', 'Air conditioning', 'Ceiling fan', 'Exterior security cameras on property', 'Fire extinguisher', 'Wifi', 'Kitchen', 'LG BUTTERFLY refrigerator', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'RFL stove', 'Oven', 'Hot water kettle', 'Blender', 'Dining table', 'Private patio or balcony', 'Fire pit', 'Outdoor dining area', 'Free parking on premises', 'Elevator', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']",https://www.airbnb.com/rooms/966305711976132304
